ID,Title,Category,Release_Date,Rating,Duration,Country,Data_Quality_Notes
1320,Avatar,Film,,NR,120 min,Uk,"Cleaned missing values, standardized text & formats"
1321,Unknown Title,Movie,,PG,2 Seasons,India,"Cleaned missing values, standardized text & formats"
1322,Avatar,Tv Show,,R,120 min,Uk,"Cleaned missing values, standardized text & formats"
1323,Interstellar,Unknown,,R,90 min,Unknown,"Cleaned missing values, standardized text & formats"
1324,The Dark Knight,Tv Show,2019-01-01,PG-13,,Unknown,"Cleaned missing values, standardized text & formats"
1325,Interstellar,Film,,R,1 Season,India,"Cleaned missing values, standardized text & formats"
1326,The Matrix,Tv Show,2018-07-20,NR,2 Seasons,India,Invalid date format
1327,The Matrix,Unknown,,PG,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
1328,Interstellar,Tv Show,2018-07-20,PG-13,1 Season,Uk,Invalid date format
1329,The Dark Knight,Tv Show,2018-07-20,PG,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
1330,Interstellar,Film,,PG,120 min,Unknown,"Cleaned missing values, standardized text & formats"
1331,The Dark Knight,Tv Show,2019-01-01,PG,120 min,Uk,Invalid date format
1332,The Dark Knight,Tv Show,,PG,,Unknown,"Cleaned missing values, standardized text & formats"
1333,Jaws,Movie,2019-01-01,NR,90 min,United States,Invalid date format
1334,Unknown Title,Tv Show,2018-07-20,R,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
1335,Titanic,Movie,2019-01-01,PG,120 min,Unknown,"Cleaned missing values, standardized text & formats"
1336,The Dark Knight,Film,,PG-13,1 Season,India,"Cleaned missing values, standardized text & formats"
1337,Avatar,Unknown,,R,90 min,United States,"Cleaned missing values, standardized text & formats"
1338,The Dark Knight,Unknown,,PG,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
1339,The Dark Knight,Film,2018-07-20,PG,2 Seasons,India,Invalid date format
1340,The Dark Knight,Film,,PG-13,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
1341,Jaws,Movie,2018-07-20,NR,2 Seasons,U.S.A,Invalid date format
1342,Unknown Title,Film,,PG-13,,U.S.A,"Cleaned missing values, standardized text & formats"
1343,Jaws,Tv Show,2018-07-20,PG,2 Seasons,United States,Invalid date format
1344,The Matrix,Unknown,,PG-13,90 min,India,"Cleaned missing values, standardized text & formats"
1345,Jaws,Tv Show,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
1346,Avatar,Unknown,2018-07-20,NR,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
1347,Avatar,Movie,,NR,1 Season,India,"Cleaned missing values, standardized text & formats"
1348,Jaws,Unknown,,NOT RATED,,India,"Cleaned missing values, standardized text & formats"
1349,Unknown Title,Movie,2018-07-20,PG-13,,India,"Cleaned missing values, standardized text & formats"
1350,Interstellar,Film,,PG,1 Season,United States,"Cleaned missing values, standardized text & formats"
1351,Titanic,Film,,PG,90 min,Uk,"Cleaned missing values, standardized text & formats"
1352,Unknown Title,Unknown,,R,90 min,Unknown,"Cleaned missing values, standardized text & formats"
1353,Jaws,Tv Show,,NR,1 Season,United States,"Cleaned missing values, standardized text & formats"
1354,The Dark Knight,Tv Show,,PG-13,2 Seasons,India,"Cleaned missing values, standardized text & formats"
1355,Inception,Movie,2018-07-20,NOT RATED,2 Seasons,United States,Invalid date format
1356,Titanic,Movie,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
1357,Titanic,Unknown,,PG,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
1358,Avatar,Film,2019-01-01,PG,90 min,Unknown,"Cleaned missing values, standardized text & formats"
1359,Titanic,Unknown,,NR,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
1360,Jaws,Movie,,PG,1 Season,Uk,"Cleaned missing values, standardized text & formats"
1361,The Dark Knight,Tv Show,2019-01-01,NOT RATED,2 Seasons,India,Invalid date format
1362,The Dark Knight,Tv Show,,R,90 min,Unknown,"Cleaned missing values, standardized text & formats"
1363,The Matrix,Movie,,R,90 min,Unknown,"Cleaned missing values, standardized text & formats"
1364,The Dark Knight,Film,,R,,U.S.A,"Cleaned missing values, standardized text & formats"
1365,Unknown Title,Movie,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
1366,The Dark Knight,Film,,NR,120 min,India,"Cleaned missing values, standardized text & formats"
1367,Avatar,Tv Show,,PG,2 Seasons,India,"Cleaned missing values, standardized text & formats"
1368,The Dark Knight,Movie,2018-07-20,PG,90 min,United States,Invalid date format
1369,The Matrix,Film,2018-07-20,NOT RATED,,India,"Cleaned missing values, standardized text & formats"
1370,Inception,Movie,2019-01-01,R,90 min,India,Country naming inconsistent
1371,Jaws,Movie,,NR,1 Season,United States,"Cleaned missing values, standardized text & formats"
1372,Avatar,Film,,NR,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
1373,Unknown Title,Film,,NOT RATED,120 min,India,"Cleaned missing values, standardized text & formats"
1374,Inception,Movie,,PG-13,90 min,Unknown,"Cleaned missing values, standardized text & formats"
1375,Avatar,Movie,,NR,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
1376,Interstellar,Tv Show,,NR,120 min,Unknown,"Cleaned missing values, standardized text & formats"
1377,Titanic,Movie,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
1378,Interstellar,Movie,,NOT RATED,,India,"Cleaned missing values, standardized text & formats"
1379,The Dark Knight,Film,,NR,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
1380,Inception,Movie,2019-01-01,NR,90 min,Unknown,"Cleaned missing values, standardized text & formats"
1381,The Dark Knight,Unknown,2019-01-01,PG,120 min,India,"Cleaned missing values, standardized text & formats"
1382,Titanic,Movie,,NR,120 min,United States,"Cleaned missing values, standardized text & formats"
1383,Avatar,Unknown,,PG,,United States,"Cleaned missing values, standardized text & formats"
1384,Titanic,Tv Show,2019-01-01,PG-13,2 Seasons,United States,Invalid date format
1385,The Matrix,Film,2019-01-01,PG,2 Seasons,Uk,Data looks clean
1386,Titanic,Movie,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
1387,The Matrix,Unknown,2018-07-20,PG,120 min,India,"Cleaned missing values, standardized text & formats"
1388,Titanic,Unknown,,NR,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
1389,Jaws,Unknown,2019-01-01,PG,,Unknown,"Cleaned missing values, standardized text & formats"
1390,The Matrix,Tv Show,2018-07-20,NOT RATED,,Unknown,"Cleaned missing values, standardized text & formats"
1391,Inception,Movie,,R,2 Seasons,India,"Cleaned missing values, standardized text & formats"
1392,The Dark Knight,Tv Show,2018-07-20,R,120 min,India,Invalid date format
1393,Unknown Title,Movie,,PG-13,90 min,India,"Cleaned missing values, standardized text & formats"
1394,The Dark Knight,Tv Show,,PG,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
1395,Interstellar,Movie,,NOT RATED,90 min,India,"Cleaned missing values, standardized text & formats"
1396,The Dark Knight,Movie,2018-07-20,NR,,Unknown,"Cleaned missing values, standardized text & formats"
1397,Avatar,Film,,NR,90 min,India,"Cleaned missing values, standardized text & formats"
1398,Jaws,Film,2019-01-01,PG,120 min,U.S.A,Invalid date format
1399,Titanic,Film,2018-07-20,PG-13,2 Seasons,United States,Rating values inconsistent
1400,Interstellar,Tv Show,2019-01-01,NOT RATED,1 Season,U.S.A,Data looks clean
1401,Avatar,Movie,2018-07-20,NOT RATED,2 Seasons,India,Country naming inconsistent
1402,Avatar,Movie,2019-01-01,NR,1 Season,U.S.A,Country naming inconsistent
1403,The Matrix,Tv Show,2018-07-20,PG,1 Season,India,Country naming inconsistent
1404,The Dark Knight,Film,,NR,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
1405,Inception,Film,,PG,120 min,Uk,"Cleaned missing values, standardized text & formats"
1406,Unknown Title,Movie,,R,,U.S.A,"Cleaned missing values, standardized text & formats"
1407,Inception,Movie,2019-01-01,NOT RATED,,United States,"Cleaned missing values, standardized text & formats"
1408,Interstellar,Tv Show,,R,1 Season,United States,"Cleaned missing values, standardized text & formats"
1409,Jaws,Tv Show,,NR,,U.S.A,"Cleaned missing values, standardized text & formats"
1410,Inception,Film,,PG-13,120 min,Unknown,"Cleaned missing values, standardized text & formats"
1411,Titanic,Movie,2019-01-01,PG,,Unknown,"Cleaned missing values, standardized text & formats"
1412,Inception,Movie,,PG-13,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
1413,Interstellar,Tv Show,2018-07-20,PG-13,2 Seasons,U.S.A,Invalid date format
1414,Unknown Title,Movie,,PG,90 min,Unknown,"Cleaned missing values, standardized text & formats"
1415,Inception,Movie,2019-01-01,NOT RATED,,India,"Cleaned missing values, standardized text & formats"
1416,Titanic,Unknown,,R,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
1417,The Matrix,Tv Show,2019-01-01,R,2 Seasons,United States,Invalid date format
1418,Jaws,Tv Show,2018-07-20,NOT RATED,120 min,Unknown,"Cleaned missing values, standardized text & formats"
1419,Interstellar,Film,,PG,,Uk,"Cleaned missing values, standardized text & formats"
1420,The Matrix,Movie,,PG,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
1421,The Matrix,Film,2019-01-01,PG-13,90 min,United States,Invalid date format
1422,The Matrix,Movie,2019-01-01,NR,90 min,India,Data looks clean
1423,Avatar,Film,2019-01-01,R,2 Seasons,U.S.A,Country naming inconsistent
1424,Jaws,Tv Show,,NOT RATED,90 min,Unknown,"Cleaned missing values, standardized text & formats"
1425,Unknown Title,Tv Show,2019-01-01,NR,1 Season,Uk,"Cleaned missing values, standardized text & formats"
1426,The Dark Knight,Tv Show,,PG,120 min,United States,"Cleaned missing values, standardized text & formats"
1427,Jaws,Unknown,,NR,1 Season,Uk,"Cleaned missing values, standardized text & formats"
1428,Avatar,Movie,2019-01-01,NR,2 Seasons,India,Invalid date format
1429,The Dark Knight,Tv Show,,PG-13,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
1430,Jaws,Tv Show,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
1431,The Matrix,Unknown,,NR,1 Season,Uk,"Cleaned missing values, standardized text & formats"
1432,Interstellar,Movie,2019-01-01,R,120 min,U.S.A,Invalid date format
1433,The Dark Knight,Unknown,2018-07-20,PG,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
1434,Titanic,Movie,,R,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
1435,Titanic,Movie,,NOT RATED,120 min,India,"Cleaned missing values, standardized text & formats"
1436,Inception,Film,2019-01-01,NOT RATED,1 Season,U.S.A,Invalid date format
1437,The Dark Knight,Tv Show,,PG,,India,"Cleaned missing values, standardized text & formats"
1438,Interstellar,Movie,2018-07-20,NOT RATED,1 Season,United States,Invalid date format
1439,Unknown Title,Unknown,,NR,120 min,United States,"Cleaned missing values, standardized text & formats"
1440,Avatar,Tv Show,2019-01-01,PG,2 Seasons,Uk,Invalid date format
1441,The Matrix,Movie,2019-01-01,NOT RATED,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
1442,Inception,Film,2018-07-20,R,90 min,India,Data looks clean
1443,Titanic,Tv Show,2019-01-01,NR,2 Seasons,United States,Rating values inconsistent
1444,Avatar,Film,2018-07-20,NOT RATED,,India,"Cleaned missing values, standardized text & formats"
1445,Avatar,Movie,2018-07-20,PG-13,120 min,Uk,Country naming inconsistent
1446,The Matrix,Movie,2019-01-01,R,1 Season,U.S.A,Data looks clean
1447,Unknown Title,Movie,,R,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
1448,Unknown Title,Movie,2018-07-20,PG,,Uk,"Cleaned missing values, standardized text & formats"
1449,The Dark Knight,Unknown,2019-01-01,PG-13,2 Seasons,India,"Cleaned missing values, standardized text & formats"
1450,Titanic,Tv Show,,PG,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
1451,Unknown Title,Unknown,2018-07-20,NOT RATED,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
1452,Interstellar,Movie,,PG-13,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
1453,Unknown Title,Movie,,R,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
1454,Avatar,Tv Show,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
1455,The Matrix,Movie,,NR,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
1456,Interstellar,Tv Show,2018-07-20,PG-13,120 min,India,Invalid date format
1457,The Dark Knight,Unknown,2019-01-01,R,90 min,Uk,"Cleaned missing values, standardized text & formats"
1458,Titanic,Unknown,,PG,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
1459,The Dark Knight,Tv Show,2019-01-01,PG-13,2 Seasons,United States,Invalid date format
1460,Avatar,Movie,,PG-13,1 Season,Uk,"Cleaned missing values, standardized text & formats"
1461,Interstellar,Film,,NOT RATED,,India,"Cleaned missing values, standardized text & formats"
1462,Interstellar,Unknown,2018-07-20,NR,,United States,"Cleaned missing values, standardized text & formats"
1463,Interstellar,Unknown,,NOT RATED,2 Seasons,India,"Cleaned missing values, standardized text & formats"
1464,Avatar,Tv Show,2019-01-01,PG-13,,U.S.A,"Cleaned missing values, standardized text & formats"
1465,Avatar,Tv Show,,PG-13,120 min,Uk,"Cleaned missing values, standardized text & formats"
1466,The Dark Knight,Tv Show,,NR,,U.S.A,"Cleaned missing values, standardized text & formats"
1467,Inception,Movie,2018-07-20,NR,120 min,United States,Invalid date format
1468,The Dark Knight,Movie,2018-07-20,PG,2 Seasons,India,Data looks clean
1469,Titanic,Movie,,R,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
1470,The Matrix,Tv Show,2019-01-01,R,2 Seasons,United States,Invalid date format
1471,Interstellar,Unknown,,PG,1 Season,India,"Cleaned missing values, standardized text & formats"
1472,Inception,Tv Show,2019-01-01,R,,U.S.A,"Cleaned missing values, standardized text & formats"
1473,The Matrix,Unknown,,PG-13,90 min,India,"Cleaned missing values, standardized text & formats"
1474,Inception,Unknown,2018-07-20,PG,90 min,India,"Cleaned missing values, standardized text & formats"
1475,Unknown Title,Movie,2019-01-01,PG,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
1476,Unknown Title,Tv Show,,R,,United States,"Cleaned missing values, standardized text & formats"
1477,Jaws,Tv Show,,PG,120 min,Uk,"Cleaned missing values, standardized text & formats"
1478,Unknown Title,Unknown,2018-07-20,R,90 min,India,"Cleaned missing values, standardized text & formats"
1479,The Dark Knight,Film,,NOT RATED,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
1480,Unknown Title,Film,,PG,90 min,Unknown,"Cleaned missing values, standardized text & formats"
1481,Avatar,Tv Show,2019-01-01,PG,90 min,Unknown,"Cleaned missing values, standardized text & formats"
1482,Interstellar,Film,,PG,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
1483,The Dark Knight,Movie,2018-07-20,PG-13,2 Seasons,India,Invalid date format
1484,The Matrix,Unknown,2019-01-01,NR,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
1485,Jaws,Tv Show,,PG,1 Season,Uk,"Cleaned missing values, standardized text & formats"
1486,Jaws,Tv Show,,NOT RATED,1 Season,United States,"Cleaned missing values, standardized text & formats"
1487,Jaws,Unknown,,NR,1 Season,Uk,"Cleaned missing values, standardized text & formats"
1488,The Matrix,Tv Show,2019-01-01,PG-13,90 min,U.S.A,Invalid date format
